Training log:

	-seed     : 1234
	-batch_type: constant
	-dropout  : True
	-nlayers  : 10
	-saving   : trax_100_300_filtered_CNN_c_1
	-batch_size: 5
	-nmean    : 2
	-model_type: CNN
	-pooling  : True
	-shared   : 1
	-flatmethod: c
	-opt      : RMS2
	-dim      : 400
	-constant_batch_size: 128
	-dataset  : /vildata/rawdata/Trax/proj_nir_noam/TraxInputData/trax_100_300_filtered.pkl.gz
	-n_classes: 64

information structure:
time            epoch_id: valid: loss                  acc                   fmeasure              precision             recall                test:  loss                  acc                   fmeasure              precision             recall                

2017-06-10 07:33:45    1:        3.528523834186425567  0.157549361235588686  0.000000000000000000  0.000000000000000000  0.000000000000000000         3.553677421303232720  0.143246289686267153  0.000000000000000000  0.000000000000000000  0.000000000000000000  
2017-06-10 07:40:18    2:        3.069845345017525151  0.244715447189085167  0.011446863461316117  0.336972495155467400  0.005865272938443670         3.100547266481246567  0.219237272223314572  0.012065320652766984  0.348875930473675933  0.006199511553635169  
2017-06-10 07:46:53    3:        2.811298147449648344  0.288675958285071421  0.031146450734477703  0.633999343948497218  0.016202090592550830         2.843549718808437987  0.266297200834999692  0.034999436394245180  0.576106668974299296  0.018316738681194815  
2017-06-10 07:53:32    4:        2.645843777950078746  0.330197444914663851  0.042624162583158681  0.721968848115475792  0.022299651568160585         2.685122379028503925  0.305278978028311776  0.047443089697026410  0.642908975815114636  0.025079842194251363  
2017-06-10 08:00:06    5:        2.544477887103782088  0.359581881671555526  0.054889284068249104  0.766111822383052088  0.028919860627610372         2.592478718364370938  0.328574112356660897  0.056712828866301815  0.685163424647931563  0.030152169829043771  
2017-06-10 08:06:46    6:        2.443662743784409397  0.386933797923253109  0.065868657009630668  0.786142670900564111  0.034901277584637083         2.494862771674741353  0.361168514007064567  0.062221520257896436  0.775238075091519430  0.032970129626150667  
2017-06-10 08:13:24    7:        2.348959480677747624  0.417711962833914041  0.096448426466093390  0.837287261455593512  0.052380952385279081         2.414123782084979464  0.386436220187789725  0.084585528276971286  0.788216592135475014  0.045463084726657901  
2017-06-10 08:20:04    8:        2.260221317725453094  0.443379791051530137  0.126699013172126396  0.873210921824739916  0.070092915219193141         2.324684351072395572  0.416588390016833510  0.111953773725621805  0.829052582016435502  0.061055795603982714  
2017-06-10 08:26:43    9:        2.169358559574122935  0.463472706321778338  0.159106827048751398  0.877106036431005709  0.090011614406185006         2.242127218305582925  0.437441292518223890  0.131331866270793046  0.830179841003761965  0.072797294758594783  
2017-06-10 08:33:22   10:        2.076807088026740189  0.487224158052783407  0.195387198184979238  0.884407938205129751  0.112891986067909816         2.151154265868670645  0.461206086809958116  0.162785885142760461  0.840253210058790945  0.092241217358632346  
2017-06-10 08:39:58   11:        2.028074996618166814  0.492857143009442777  0.222219783396532589  0.877763497843282670  0.130952380980071836         2.108291731815957970  0.463648318650913771  0.189446985687995423  0.832441985685530184  0.109524704114221300  
2017-06-10 08:46:37   12:        1.953155161667091688  0.509930313561159254  0.245313534043668735  0.887115831186824022  0.146399535429117711         2.028340524151744706  0.486004133007702399  0.217152013515319764  0.863384242167984373  0.127371782829231645  
2017-06-10 08:53:16   13:        1.914443595234940787  0.524274100091537631  0.262260229222727403  0.888189360765906821  0.158130081328503896         1.992579916377679394  0.496054856312044268  0.230033114152184887  0.854137195628006940  0.136201390193499916  
2017-06-10 08:59:51   14:        1.860313079110698320  0.530487805016503278  0.283759132349532650  0.884653516098181991  0.173461091774542858         1.938861603600715133  0.503663347803424366  0.253423065032509720  0.855388696292681550  0.152451625026282400  
2017-06-10 09:06:29   15:        1.831182692912120658  0.537108014186500227  0.296372906726965646  0.891387328481286545  0.182055749146226659         1.909419016889134735  0.512117227105164496  0.269933121200849002  0.855467058831579807  0.164193124180894462  
2017-06-10 09:13:08   16:        1.793149594175137196  0.548025551711779135  0.315493069694709583  0.891218439737955781  0.196341463425018237         1.864089624428914904  0.523576930313658595  0.285455150711352745  0.864559092356839254  0.175089235396374443  
2017-06-10 09:19:43   17:        1.757455055472742833  0.554297328770645303  0.325277444183757203  0.891954110529918465  0.204181184672450916         1.833898844652643412  0.530152169784253502  0.302049322190610370  0.872245675098083040  0.187488258503644784  
2017-06-10 09:26:20   18:        1.706452469211006795  0.571893147807503444  0.345221214011986521  0.896628721638146775  0.219337979097538022         1.782674541425015136  0.543020852958486455  0.318825177278662886  0.872775930447303394  0.199605485634003821  
2017-06-10 09:32:56   19:        1.627484538496994482  0.580429733173357110  0.382605585438587636  0.888375104401308180  0.249767711955911187         1.712972555755337245  0.554104828126847471  0.355524094026831772  0.861834207692810050  0.228442607568928618  
2017-06-10 09:39:30   20:        1.620697673023369978  0.582694541300353808  0.380883541319013030  0.889092432746488415  0.248722415844045586         1.703140562937355051  0.557204583903665118  0.358106235767606751  0.871628520678201846  0.229945519460718950  
2017-06-10 09:46:09   21:        1.604020901811801236  0.590592334494773552  0.384974614813768101  0.902633542936991828  0.250987224213337634         1.687666535467083007  0.565658463362171182  0.356860532138931263  0.878096001994311925  0.228724403554238065  
2017-06-10 09:52:48   22:        1.554764234092038899  0.602555168464208757  0.405719100508263431  0.900801613660362710  0.268408826993871363         1.638439296556329916  0.577212098530309414  0.377551064855416840  0.876101950875310398  0.245538230315648642  
2017-06-10 09:59:25   23:        1.515578184061349587  0.604529616669356895  0.425015272108381470  0.893104579362858142  0.285540069665642993         1.603606370233087608  0.578339282381966857  0.400024442325157048  0.877033732426966028  0.264230697008982496  
2017-06-10 10:06:02   24:        1.476475122885975377  0.613704994428171613  0.445112805693268665  0.894187856357410493  0.303193960483342795         1.566336067865469417  0.588014277685367182  0.416874809370841759  0.870776885751268770  0.279259815926885979  
2017-06-10 10:12:41   25:        1.475019836398090423  0.616608594768138674  0.436073895613906248  0.898488173889089303  0.295005807180161006         1.560860220603917714  0.591020101502540474  0.410169663139019314  0.882072831418490466  0.272120984351301276  
2017-06-10 10:19:19   26:        1.407585263224567340  0.621370499294670919  0.481315442466292764  0.892453233317907935  0.336295005772587308         1.507257908946608271  0.593931993259291580  0.450738246058378589  0.864420783848953267  0.309411985699941883  
2017-06-10 10:25:56   27:        1.387085320808330913  0.630081300868389871  0.483572073597525909  0.890744069505928548  0.338559814134956671         1.482679642122445296  0.604640240521890471  0.455776814710773637  0.865875449100876327  0.313826789415668717  
2017-06-10 10:32:32   28:        1.397974600719934735  0.631475029091386419  0.475340535970238176  0.902260757517177714  0.329732868791872635         1.492254096214739478  0.604170580555706049  0.445840129620729275  0.882238937369330012  0.302742814180122222  
2017-06-10 10:39:09   29:        1.341810614168297722  0.637398374039121585  0.500741750465729774  0.892192650478199067  0.355284552873219361         1.442395282109697918  0.611591208021420862  0.472392749510916810  0.867199634220195636  0.329231636306519748  
2017-06-10 10:45:44   30:        1.319940318130865320  0.640069686466531618  0.514013180098605638  0.886348613144767095  0.369047619061464494         1.423226600075807147  0.611497276061776618  0.484126926509818478  0.866356316666260007  0.340503475528540045  
2017-06-10 10:52:22   31:        1.327056138634543192  0.643728223176506464  0.499804374039103882  0.892987156094297463  0.354065040685020094         1.418804372877593645  0.618636107514188072  0.471548544393095459  0.873693295983517526  0.327352996441781841  
2017-06-10 10:58:58   32:        1.291503076243206705  0.645644599358517701  0.520951739559328608  0.883813506662499471  0.375958188181001018         1.399852409950441245  0.615536351770963219  0.487233333103463728  0.856546406635726565  0.345012211203911068  
2017-06-10 11:05:35   33:        1.261044150500901129  0.651509872366188625  0.535503329064926370  0.884880428973252253  0.390940766515909033         1.369221868325551927  0.618917903527491431  0.504515290887378676  0.857965352905663337  0.361919969896971894  
2017-06-10 11:12:11   34:        1.274908748431765160  0.648896631892688314  0.524415098250119893  0.885380656392455223  0.379268292717540423         1.381047739478490577  0.617978583595122477  0.493017409207474666  0.862415545196791200  0.349802742769412256  
2017-06-10 11:18:52   35:        1.233226777562973275  0.654645760632558193  0.541966267731408435  0.873014445075036227  0.399941927956094845         1.341625894558243770  0.626902122952627705  0.510335155510261873  0.850737541438089662  0.368964869479319668  
2017-06-10 11:25:37   36:        1.214278271195503578  0.657839721198973604  0.556531977570430714  0.876321984901937689  0.414576074339094602         1.324038142293954667  0.628780762817365613  0.525513525253710090  0.855688534037367665  0.383618260334694983  
2017-06-10 11:32:16   37:        1.209364251420334435  0.665679442453328996  0.556597975654469113  0.883669763256586971  0.413066202042133290         1.314405271142760290  0.635825662310132822  0.523658608317531971  0.860742226772104102  0.380518504613865216  
2017-06-10 11:38:53   38:        1.188323177139379627  0.667015098667034012  0.567485763802345611  0.877994126212998438  0.425493612085900641         1.292743752543782376  0.643434153762321492  0.538640360567503862  0.857915310937615194  0.396768739387860503  
